Geneid	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_1_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_1_Aligned.out_cleaned.bam
YHR017W	99	139	115	143	101	112
YHR018C	138	173	213	101	101	68
YHR019C	240	277	298	244	228	171
YHR020W	76	115	114	78	76	88
tA(AGC)H	0	0	0	0	0	0
YHR021C	327	360	328	320	360	311
YHR021W-A	4	6	6	5	6	4
YHR022C	3	2	3	4	6	5
YHR022C-A	10	14	8	6	4	6
YHR023W	74	100	105	60	52	70
YHR024C	42	68	86	67	68	80
YHR025W	34	44	55	76	60	67
YHR026W	19	21	30	15	17	14
YHR027C	224	362	432	156	130	105
YHR028C	69	85	84	79	71	71
YHR028W-A	2	4	1	3	0	1
YHR029C	15	19	15	19	21	22
YHR030C	56	89	93	80	42	64
YHR031C	15	18	31	13	11	14
YHR032W	59	99	100	81	69	67
YHR032W-A	0	0	0	4	1	0
YHR032C-A	0	0	0	0	0	0
YHR033W	3	7	5	6	5	5
YHR034C	14	22	21	19	18	17
YHR035W	38	39	31	71	46	37
YHR036W	21	24	30	46	32	30
YHR037W	42	72	65	53	50	42
YHR038W	35	44	31	37	36	37
YHR039C	31	34	30	76	64	74
YHR039C-A	118	179	138	91	86	94
YHR040W	91	119	124	98	104	79
YHR041C	5	5	4	5	14	2
YHR042W	64	72	105	85	69	92
YHR043C	18	30	22	15	17	13
YHR044C	2	4	5	5	1	1
YHR045W	42	37	36	25	30	20
YHR046C	12	15	15	7	11	6
YHR047C	48	63	71	71	56	57
YHR048W	4	6	8	4	7	1
YHR049W	40	52	57	64	64	66
YHR049C-A	2	4	4	2	2	1
YHR050W	60	97	93	49	62	75
YHR050W-A	24	39	34	33	31	25
YHR051W	31	58	44	44	32	37
YHR052W	69	99	82	53	38	46
RUF5-1	0	0	0	0	0	0
YHR052W-A	0	0	0	0	0	0
YHR053C	0	1	0	1	0	0
YHR054C	0	5	2	5	0	2
RUF5-2	0	0	0	0	0	1
YHR054W-A	0	0	0	0	0	0
YHR055C	0	0	0	0	0	0
YHR056C	32	38	30	32	30	27
YHR056W-A	0	0	1	0	1	0
YHR057C	57	108	108	88	66	72
YHR058C	14	20	15	21	12	15
YHR059W	87	147	131	103	88	81
YHR060W	231	251	251	235	198	193
YHR061C	17	23	15	24	19	29
YHR062C	24	23	23	24	24	13
YHR063C	29	36	34	56	27	23
YHR063W-A	0	0	0	0	0	0
YHR064C	183	215	250	245	184	165
YHR065C	121	189	207	101	100	85
YHR066W	44	54	65	35	30	31
YHR067W	25	43	31	50	32	43
YHR068W	115	153	145	96	105	75
YHR069C	32	33	37	26	38	25
YHR069C-A	0	0	0	1	0	0
YHR070W	41	38	50	46	52	28
YHR070C-A	0	1	0	0	0	0
YHR071W	171	245	255	234	193	192
tF(GAA)H1	0	0	0	0	0	0
YHR071C-A	5	4	5	7	5	11
YHR072W	23	32	42	53	41	40
YHR072W-A	112	156	119	72	83	82
YHR073W	110	145	162	101	71	81
YHR073W-A	0	0	0	0	0	0
YHR073C-B	0	0	0	0	0	0
YHR074W	18	22	34	28	29	18
YHR075C	32	28	26	25	23	22
YHR076W	50	61	38	40	42	43
YHR077C	44	73	80	43	24	18
YHR078W	14	23	19	13	22	22
YHR079C	19	21	23	16	12	23
YHR079C-A	0	0	0	0	1	0
YHR080C	65	96	86	74	47	72
YHR081W	196	270	252	216	218	214
YHR082C	36	52	74	28	20	36
YHR083W	43	55	53	70	68	44
YHR084W	23	30	39	21	24	18
YHR085W	24	41	39	28	31	23
YHR086W	16	15	18	23	15	14
YHR086W-A	1	1	0	0	0	1
YHR087W	75	155	123	107	76	84
YHR088W	497	549	519	384	321	294
YHR089C	131	164	160	166	165	128
YHR090C	65	89	84	67	60	72
YHR091C	13	15	20	16	17	21
YHR092C	70	99	92	63	64	59
YHR093W	0	0	1	0	0	0
YHR094C	27	52	41	35	31	37
YHR095W	1	1	1	0	0	1
YHR096C	4	10	6	10	10	14
YHR097C	286	348	318	351	280	273
YHR098C	74	83	93	122	82	97
YHR099W	124	172	259	129	107	128
YHR100C	27	21	32	30	30	23
YHR101C	18	28	25	35	25	23
YHR102W	72	79	89	61	59	38
YHR103W	31	39	55	26	20	23
YHR104W	125	148	157	162	119	131
YHR105W	14	20	16	22	21	19
YHR106W	17	31	27	26	15	13
YHR107C	78	86	85	105	72	84
YHR108W	51	64	84	32	32	30
YHR109W	5	0	5	2	9	6
YHR110W	45	101	77	72	45	60
YHR111W	41	92	71	49	29	27
YHR112C	23	22	28	26	22	22
YHR113W	19	29	26	25	22	25
YHR114W	45	66	55	47	36	36
YHR115C	95	104	124	137	132	117
YHR116W	25	18	25	19	20	16
YHR117W	171	212	198	120	144	107
YHR118C	41	59	79	43	34	58
YHR119W	96	148	129	158	106	100
YHR120W	22	22	26	15	21	20
YHR121W	50	61	48	33	47	37
YHR122W	13	21	29	22	35	19
YHR123W	9	16	12	9	16	11
YHR124W	9	15	17	22	10	14
tF(GAA)H2	0	0	0	0	0	0
YHR125W	0	0	0	0	0	0
YHR126C	0	0	0	0	1	0
YHR127W	50	73	60	98	59	75
YHR128W	87	117	117	79	76	51
YHR129C	10	18	18	7	4	15
YHR130C	0	0	0	0	0	1
YHR131C	51	57	83	26	29	37
YHR131W-A	0	1	0	0	0	1
YHR132C	91	116	122	81	76	63
YHR132W-A	75	94	93	82	81	70
YHR133C	55	71	75	47	58	40
YHR134W	35	49	51	37	27	33
YHR135C	75	77	79	123	107	91
YHR136C	28	41	36	28	27	21
YHR137W	46	60	57	54	47	42
YHR137C-A	0	0	1	0	0	0
YHR138C	73	111	83	88	82	77
YHR139C	0	1	0	1	1	1
YHR139C-A	6	2	11	6	2	1
YHR140W	2	0	1	4	1	2
snR32	1	7	2	2	1	0
YHR141C	224	315	265	220	235	206
YHR142W	10	13	12	8	5	8
YHR143W	41	43	63	43	51	56
YHR143W-A	94	115	104	89	77	81
YHR144C	68	107	104	116	69	94
tP(UGG)H	1	0	0	0	0	0
YHR145C	0	0	0	0	0	0
YHR146W	123	153	135	114	110	68
YHR147C	88	95	91	75	74	73
YHR148W	22	31	23	20	31	23
YHR149C	18	25	24	14	11	13
YHR150W	19	33	37	24	19	25
YHR151C	2	3	6	5	3	3
YHR152W	100	101	98	99	71	84
YHR153C	0	1	0	1	0	0
YHR154W	60	83	92	75	54	51
YHR155W	27	26	54	29	24	20
snR71	2	1	3	0	2	0
YHR156C	17	45	37	25	21	24
YHR157W	3	7	4	4	4	2
YHR158C	50	65	66	46	34	56
YHR159W	27	42	37	40	22	24
YHR160C	1	1	1	1	1	2
YHR161C	78	129	134	104	85	80
YHR162W	73	92	94	76	86	95
YHR163W	58	61	67	58	56	47
YHR164C	44	61	53	55	35	39
YHR165C	93	118	148	104	85	98
YHR165W-A	0	1	0	0	0	0
YHR166C	8	4	12	9	9	8
YHR167W	9	14	13	9	14	12
YHR168W	14	19	24	22	21	30
YHR169W	34	54	66	46	22	29
YHR170W	171	242	251	177	169	145
YHR171W	13	19	13	16	9	11
YHR172W	22	28	30	35	28	24
YHR173C	0	0	0	1	0	0
YHR174W	362	379	537	266	286	263
YHR175W	17	27	35	30	25	23
YHR175W-A	4	3	10	5	12	26
YHR176W	6	5	5	6	6	4
YHR177W	1	2	2	4	2	3
YHR178W	37	34	37	32	31	27
YHR179W	73	84	84	72	79	61
YHR180W	4	4	2	9	2	6
YHR180W-A	0	0	0	0	0	0
YHR180C-B	0	1	0	0	0	0
tT(UGU)H	0	0	0	0	0	0
YHR181W	30	27	36	50	53	64
YHR182W	9	29	27	13	16	17
YHR182C-A	0	0	0	0	0	0
YHR183W	63	81	85	23	37	35
YHR184W	5	9	8	8	11	5
YHR185C	0	0	1	0	1	1
tV(CAC)H	0	0	0	0	0	0
YHR186C	46	69	86	66	39	47
YHR187W	32	47	43	34	27	23
YHR188C	28	32	40	35	33	30
YHR189W	59	82	105	69	50	44
YHR190W	252	312	304	350	259	243
YHR191C	63	87	67	58	66	48
YHR192W	29	51	38	35	29	28
YHR193C	231	245	226	247	224	225
YHR193C-A	1	3	0	0	0	0
YHR194W	5	20	13	9	15	15
YHR195W	52	83	63	72	50	68
YHR196W	55	79	73	47	31	28
YHR197W	85	91	135	73	53	57
YHR198C	23	31	33	28	26	35
YHR199C	27	26	25	16	31	11
YHR199C-A	20	23	22	21	14	25
YHR200W	120	141	145	116	102	100
YHR201C	58	83	86	60	54	57
YHR202W	19	32	26	15	16	15
YHR203C	284	370	386	278	235	242
YHR204W	19	23	21	26	7	18
YHR205W	33	32	51	30	25	22
YHR206W	21	25	30	36	24	25
YHR207C	53	86	94	71	64	57
YHR208W	134	128	139	124	125	126
YHR209W	14	15	15	16	13	10
YHR210C	8	21	21	13	11	6
YHR211W	1	1	0	1	0	0
YHR212C	0	0	0	0	0	0
YHR212W-A	0	0	0	0	0	0
YHR213W	0	0	0	0	0	0
YHR213W-A	0	0	0	0	0	0
YHR213W-B	0	1	0	0	0	0
YHR214W	0	0	0	0	0	0
YHR214W-A	0	0	0	0	0	0
YHR214C-B	12	15	29	8	7	5
YHR214C-C	0	0	0	0	0	0
YHR214C-D	0	0	0	0	0	0
YHR214C-E	0	0	0	0	0	0
YHR215W	3	1	0	1	2	0
YHR216W	9	14	8	23	14	16
YHR217C	0	0	0	1	0	0
YHR218W	0	0	0	0	0	0
YHR218W-A	0	0	0	0	0	0
YHR219W	0	0	0	0	0	0
YHR219C-A	0	0	0	0	0	0
YIL177C	0	0	0	0	0	0
YIL177W-A	0	0	0	0	0	0
YIL176C	0	0	0	0	0	0
YIL175W	0	0	0	0	0	0
YIL174W	0	0	0	0	0	0
YIL173W	0	0	1	0	0	0
YIL172C	0	0	0	0	0	0
YIL171W-A	0	0	0	0	0	0
YIL171W	0	0	0	0	0	0
YIL170W	1	0	0	0	0	1
YIL169C	0	0	0	0	0	1
YIL166C	80	93	83	99	68	77
YIL165C	1	3	2	2	2	1
YIL164C	69	121	76	57	51	43
YIL163C	1	0	1	1	0	0
YIL162W	37	62	57	71	55	64
YIL161W	220	287	254	215	177	179
YIL160C	0	0	1	0	0	1
YIL159W	23	34	42	17	22	15
YIL158W	95	130	89	75	73	67
YIL157C	49	67	60	49	45	48
YIL156W-A	2	4	1	2	0	1
YIL156W-B	27	25	18	28	22	25
YIL156W	31	59	63	44	32	45
YIL155C	21	35	25	28	36	23
YIL154C	121	146	134	127	97	88
YIL153W	16	9	15	25	17	16
YIL152W	40	39	40	72	62	60
YIL151C	69	90	142	69	35	74
YIL150C	25	25	28	35	33	36
YIL149C	72	98	96	50	49	45
YIL148W	487	592	539	513	503	429
YIL147C	25	26	31	21	17	11
YIL146C	6	5	7	7	2	7
YIL145C	78	84	94	93	78	81
YIL144W	118	137	119	117	102	80
YIL143C	63	109	94	80	59	61
YIL142C-A	0	0	0	1	0	0
YIL142W	80	89	90	83	72	73
YIL141W	19	27	28	35	32	40
YIL140W	10	20	18	12	7	22
YIL139C	37	42	41	31	27	35
YIL138C	148	175	162	144	146	122
YIL137C	36	53	47	46	36	39
YIL136W	311	530	495	363	297	311
YIL135C	77	88	88	82	74	74
YIL134C-A	0	1	0	1	0	0
snR68	3	7	5	3	0	1
YIL134W	14	27	21	12	10	11
YIL133C	396	437	411	440	409	370
YIL132C	18	23	19	29	35	25
YIL131C	45	55	49	50	54	29
YIL130W	24	50	54	35	29	26
YIL129C	59	74	100	91	57	80
YIL128W	52	73	74	56	51	46
YIL127C	279	329	290	289	210	210
YIL126W	163	203	258	142	109	114
YIL125W	62	98	122	85	67	77
YIL124W	23	34	25	21	19	22
YIL123W	101	97	100	156	99	128
YIL122W	30	44	27	50	33	35
YIL121W	50	59	53	61	59	47
YIL120W	9	10	12	14	11	8
YIL119C	12	11	12	15	12	8
YIL118W	41	36	39	20	19	20
YIL117C	6	16	23	11	10	14
YIL116W	62	87	83	112	74	87
YIL115W-A	0	1	0	0	0	0
YIL115C	33	51	49	29	25	32
YIL114C	24	34	29	43	19	22
YIL113W	37	43	28	28	34	29
YIL112W	56	93	82	64	51	55
YIL111W	64	81	75	40	55	29
YIL110W	26	26	28	20	23	20
YIL109C	85	91	92	102	77	84
YIL108W	26	33	33	45	54	34
YIL107C	30	32	41	50	32	46
YIL106W	36	45	41	46	45	59
YIL105C	84	103	111	165	91	143
YIL105W-A	0	0	0	0	0	0
YIL104C	15	34	22	16	12	10
YIL103W	38	47	39	30	27	35
YIL102C-A	12	5	8	9	8	7
YIL102C	0	0	0	1	0	0
tT(AGU)I1	0	0	0	0	0	0
YIL101C	36	49	54	62	50	48
YIL100C-A	17	23	20	11	13	15
YIL100W	7	7	10	10	7	6
YIL099W	2	1	2	0	3	1
YIL098C	93	122	122	110	77	76
YIL097W	42	53	51	33	32	57
YIL096C	25	32	24	22	22	19
tI(AAU)I1	1	0	0	2	0	0
YIL095W	18	19	19	20	14	13
YIL094C	58	85	62	61	59	66
YIL093C	9	22	17	28	18	25
YIL092W	2	12	18	8	6	3
YIL091C	175	235	260	257	220	195
YIL090W	60	101	79	108	73	75
YIL089W	5	9	3	8	4	3
tE(CUC)I	0	0	0	0	0	0
YIL088C	22	30	32	28	28	29
YIL087C	32	44	43	59	53	42
YIL086C	4	3	2	1	0	2
YIL085C	64	107	117	44	41	46
YIL084C	52	67	47	59	72	70
YIL083C	53	103	90	67	39	44
YIL082W	0	0	0	0	0	0
YIL082W-A	31	44	44	43	46	37
tI(AAU)I2	0	0	0	0	0	0
YIL079C	9	17	10	16	13	16
YIL078W	201	289	337	142	146	146
YIL077C	36	64	66	52	58	63
YIL076W	97	113	93	78	87	79
YIL075C	233	234	286	159	129	127
YIL074C	20	21	27	8	12	17
YIL073C	8	13	19	14	14	14
YIL072W	13	8	7	13	15	13
YIL071W-A	0	0	0	0	0	0
YIL071C	56	92	82	49	37	25
YIL070C	16	41	23	14	27	23
YIL069C	218	316	260	251	256	222
YIL068W-A	0	1	0	1	0	1
YIL068C	117	148	155	124	101	108
YIL067C	16	26	23	17	11	10
YIL066W-A	0	1	0	0	3	0
YIL066C	3	9	8	5	6	2
YIL065C	74	76	75	69	54	58
YIL064W	29	37	51	49	51	50
YIL063C	151	191	184	109	119	96
YIL062C	54	62	62	56	60	45
YIL061C	28	26	44	36	21	32
YIL060W	0	0	0	0	0	0
YIL059C	3	5	7	3	4	3
YIL058W	0	0	0	0	0	1
YIL057C	17	25	16	9	10	11
tS(UGA)I	0	0	0	1	0	0
YIL056W	67	69	69	55	54	41
YIL055C	14	18	15	14	16	30
YIL054W	0	0	1	0	0	0
YIL053W	174	212	220	297	214	190
YIL052C	263	317	294	224	267	211
YIL051C	297	373	337	401	382	364
YIL050W	142	206	178	262	194	229
YIL049W	11	15	12	8	16	19
YIL048W	41	44	40	60	42	59
YIL047C-A	5	3	1	0	1	0
YIL047C	19	23	33	27	23	12
YIL046W-A	17	20	18	24	15	9
YIL046W	22	45	27	43	26	29
YIL045W	62	79	76	90	74	86
YIL044C	63	92	75	74	70	48
YIL043C	57	70	52	76	71	64
YIL042C	143	220	225	206	155	203
YIL041W	111	172	173	203	144	167
YIL040W	33	27	31	41	44	46
YIL039W	45	43	58	46	39	46
YIL038C	86	139	144	90	61	68
YIL037C	1	1	2	0	0	2
YIL036W	49	75	53	83	69	61
YIL035C	124	177	157	109	125	106
YIL034C	116	125	113	140	140	139
YIL033C	139	177	193	303	211	196
YIL032C	0	0	0	1	0	0
YIL031W	41	45	57	49	35	43
YIL030W-A	0	0	1	0	0	0
YIL030C	29	48	62	32	53	34
YIL029W-A	0	0	0	0	0	0
tK(CUU)I	0	0	0	0	0	0
YIL029C	5	9	7	4	9	3
YIL028W	2	3	2	0	2	2
YIL027C	57	89	62	47	58	50
YIL026C	93	102	110	88	56	54
YIL025C	0	0	0	0	0	0
YIL024C	10	9	8	6	5	2
YIL023C	7	14	16	25	10	13
YIL022W	117	124	153	122	97	96
YIL021W	67	88	89	64	57	62
YIL021C-A	0	0	0	0	0	0
YIL020C-A	0	0	0	0	0	0
YIL020C	45	70	53	69	55	65
YIL019W	66	85	91	77	68	57
YIL018W	120	137	169	129	151	129
YIL017C	50	73	75	66	45	48
YIL016W	77	159	118	66	48	65
YIL015W	30	38	48	37	24	24
tD(GUC)I1	1	0	0	0	0	0
YIL014C-A	12	11	11	4	9	6
tT(AGU)I2	0	0	0	0	0	0
YIL014W	59	94	80	80	66	67
YIL013C	3	9	6	7	4	9
YIL012W	1	2	2	5	4	7
YIL011W	4	2	2	4	5	5
YIL010W	58	89	71	48	51	44
YIL009C-A	10	7	7	14	8	6
tD(GUC)I2	1	0	0	0	0	0
YIL009W	20	30	18	15	13	18
YIL008W	76	84	71	92	72	62
YIL007C	60	124	105	109	56	116
YIL006W	15	25	19	32	18	24
YIL005W	113	156	157	147	95	106
YIL004C	45	69	67	53	51	49
YIL003W	18	34	40	32	22	31
YIL002W-A	72	126	102	90	78	70
YIL002C	62	119	121	103	82	95
YIL001W	16	30	25	10	21	20
YIR001C	28	46	45	53	58	45
YIR002C	27	22	52	23	26	12
YIR003W	53	71	81	72	47	50
YIR004W	130	174	186	140	128	121
YIR005W	20	27	21	19	15	12
YIR006C	142	184	179	168	171	174
tE(UUC)I	0	0	0	0	0	0
YIR007W	16	13	16	19	19	13
YIR008C	17	23	24	17	15	15
YIR009W	21	49	38	58	46	54
YIR010W	34	37	46	40	39	33
YIR011C	90	129	108	72	86	87
YIR012W	33	36	55	17	23	13
YIR013C	0	0	0	0	0	0
YIR014W	45	69	66	37	42	41
YIR015W	55	54	49	46	47	36
YIR016W	32	31	42	22	28	27
YIR017C	84	114	107	134	76	127
YIR017W-A	0	0	0	0	0	0
YIR018W	53	78	58	65	53	45
YIR018C-A	0	0	0	2	0	0
YIR019C	0	1	2	1	1	1
ICR1	41	52	47	53	43	36
YIR020C	0	0	0	0	0	0
YIR020W-A	0	0	0	0	0	0
PWR1	0	0	0	0	0	0
YIR020C-B	0	0	0	0	0	0
YIR021W	10	9	8	11	11	8
YIR021W-A	1	0	0	1	0	2
YIR022W	47	83	62	56	57	50
YIR023W	98	108	150	132	92	98
YIR023C-A	0	0	0	0	0	0
YIR024C	129	181	176	149	127	131
YIR025W	42	55	52	51	30	43
YIR026C	78	93	88	94	95	78
YIR027C	3	10	4	9	3	5
YIR028W	15	24	18	22	11	13
YIR029W	8	24	10	17	8	18
YIR030C	15	28	25	20	19	16
YIR030W-A	0	0	0	0	0	0
YIR031C	11	19	16	10	11	10
YIR032C	0	1	1	2	1	4
YIR033W	195	288	340	209	148	165
YIR034C	12	20	10	17	15	18
YIR035C	42	42	42	62	60	47
YIR036C	38	46	58	26	26	27
YIR036W-A	0	0	0	0	0	2
YIR037W	8	17	26	11	8	16
YIR038C	32	42	54	52	47	54
YIR039C	1	4	4	4	6	5
YIR040C	0	0	0	0	0	0
YIR041W	0	0	0	0	0	0
YIR042C	1	3	4	2	3	3
YCL076W	0	0	0	0	0	0
YCL075W	0	0	0	0	0	0
YCL074W	0	0	0	0	0	0
YCL073C	0	0	0	0	0	0
YCL069W	0	0	0	0	0	0
YCL068C	0	0	0	0	0	0
YCL067C	0	0	0	0	0	0
YCL066W	0	0	0	0	0	0
YCL065W	0	0	0	0	0	0
YCL064C	132	179	150	137	149	132
YCL063W	48	88	64	85	62	75
YCL061C	25	41	34	21	18	15
YCL059C	163	240	252	144	137	141
YCL058C	7	17	7	20	17	23
YCL058W-A	56	95	84	71	67	55
YCL057C-A	17	19	20	25	20	27
YCL057W	83	114	116	85	70	68
YCL056C	39	57	45	30	29	27
YCL055W	5	5	8	7	5	1
YCL054W-A	5	6	6	3	4	3
YCL054W	59	43	78	21	28	22
YCL052C	34	47	56	49	51	46
YCL051W	27	51	46	71	48	52
YCL050C	122	147	157	200	156	150
YCL049C	18	33	29	34	25	28
YCL048W-A	0	0	0	0	0	0
YCL048W	0	0	0	2	0	1
YCL047C	11	16	27	13	17	21
YCL045C	65	79	102	68	75	75
YCL046W	0	0	0	0	0	0
YCL044C	27	30	26	35	32	29
YCL043C	236	296	326	216	226	210
YCL041C	0	3	1	0	2	0
YCL042W	42	41	32	48	41	43
YCL040W	160	196	247	111	122	99
YCL039W	76	70	80	126	73	102
YCL038C	9	15	8	11	14	20
YCL037C	96	108	115	117	97	94
YCL036W	16	12	24	11	15	18
YCL035C	164	222	200	195	189	165
YCL034W	47	93	71	78	66	71
YCL033C	13	25	24	17	18	12
YCL032W	41	61	49	38	48	42
YCL031C	127	152	132	166	123	139
YCL030C	282	403	477	355	261	298
YCL029C	33	28	40	33	19	33
YCL028W	72	96	99	110	87	82
YCL027W	5	2	3	2	4	4
YCL026C-B	1	9	3	6	4	3
YCL026C-A	0	1	1	1	0	0
YCL025C	71	102	90	71	54	62
YCL023C	0	0	0	0	0	0
YCL024W	13	14	27	19	17	19
YCL022C	0	0	0	0	0	0
tE(UUC)C	0	0	0	0	0	0
YCL021W-A	1	2	5	0	1	1
YCL020W	0	0	0	0	0	0
YCL019W	0	0	0	0	0	0
tL(CAA)C	0	0	0	0	0	0
YCL018W	0	0	0	0	0	0
YCL017C	40	40	49	51	41	42
YCL016C	19	12	24	17	21	12
YCL014W	22	33	37	40	16	21
YCL012C	26	40	33	72	57	72
YCL011C	141	188	180	135	113	106
YCL010C	36	58	50	45	33	36
YCL009C	124	156	159	200	174	145
YCL008C	86	99	98	166	138	180
YCL007C	12	29	27	8	8	8
YCL005W-A	87	93	85	106	100	91
snR43	4	10	5	0	1	1
YCL005W	7	7	8	14	9	14
YCL004W	18	21	12	16	20	25
YCL002C	8	20	20	16	16	16
YCL001W	122	159	128	159	167	146
YCL001W-A	3	2	4	3	3	2
YCL001W-B	1	0	0	0	1	0
YCR001W	0	0	1	0	0	0
YCR002C	44	73	62	40	49	45
YCR003W	50	65	54	61	52	49
YCR004C	25	61	40	43	52	32
YCR005C	36	50	38	46	36	35
YCR006C	1	6	5	5	0	3
tP(AGG)C	3	7	2	1	3	3
YCR007C	24	37	31	31	24	23
tN(GUU)C	0	1	1	1	1	0
YCR008W	35	33	55	29	32	44
YCR009C	89	108	116	85	104	76
YCR010C	19	43	32	21	16	23
YCR011C	63	82	125	47	38	39
YCR012W	392	409	463	393	393	334
YCR013C	0	2	1	0	1	1
YCR014C	4	8	22	0	4	2
YCR015C	53	63	60	53	47	40
snR33	4	9	5	5	9	4
tG(GCC)C	0	0	0	0	0	0
YCR016W	85	117	99	74	78	64
YCR017C	22	21	37	21	21	15
YCR018C	33	45	39	30	30	21
tM(CAU)C	0	0	0	0	0	0
tK(CUU)C	0	0	0	0	0	0
YCR018C-A	0	0	1	0	0	0
YCR019W	17	18	14	15	11	10
YCR020C	9	8	4	15	9	8
YCR020C-A	11	13	14	19	18	22
YCR020W-B	42	66	47	27	21	17
YCR021C	38	47	54	49	46	44
YCR022C	0	2	1	0	1	1
YCR023C	32	37	42	38	31	31
YCR024C	16	11	13	14	19	15
YCR024C-B	151	140	146	164	162	144
YCR024C-A	91	118	96	122	114	99
YCR025C	0	0	2	1	0	2
YCR026C	42	48	59	34	30	38
YCR027C	17	32	22	33	29	27
tQ(UUG)C	0	0	0	0	0	0
YCR028C	13	28	17	16	12	7
YCR028C-A	98	143	131	96	100	75
YCR030C	70	118	123	82	66	80
snR65	0	0	0	0	1	0
YCR031C	251	306	296	334	277	295
snR189	2	4	3	3	4	1
YCR032W	23	52	41	43	26	20
YCR033W	94	105	122	95	80	80
YCR034W	18	24	15	24	30	25
YCR035C	42	71	66	44	30	40
YCR036W	50	73	66	63	37	33
YCR037C	127	147	169	143	124	124
YCR038C	11	11	9	6	16	20
YCR038W-A	2	3	2	1	1	1
YCR039C	1	0	0	0	0	0
YCR040W	0	0	0	0	0	0
YCR041W	6	7	3	8	7	5
YCR042C	64	74	118	53	39	42
YCR043C	57	72	57	51	35	33
YCR044C	172	258	251	208	185	180
YCR045C	0	1	1	0	0	0
YCR045W-A	2	1	5	6	4	5
YCR046C	41	47	43	65	68	72
YCR047C	92	90	103	93	78	109
YCR047W-A	0	0	0	1	1	2
YCR049C	1	6	6	5	4	1
YCR048W	18	32	34	32	26	19
YCR050C	0	0	0	0	0	0
YCR051W	118	132	163	110	80	71
YCR052W	75	94	87	140	100	91
YCR053W	65	100	97	85	63	67
YCR054C	19	30	34	28	27	21
YCR057C	57	61	104	44	31	50
YCR059C	50	61	61	41	39	30
YCR060W	36	40	48	57	35	23
YCR061W	11	20	10	22	24	21
tS(CGA)C	0	0	1	0	0	0
YCR064C	1	1	0	2	0	0
YCR063W	13	12	23	16	14	11
YCR065W	30	52	28	39	28	33
YCR066W	12	8	10	12	15	12
YCR067C	27	36	39	31	33	33
YCR068W	44	51	55	56	39	44
YCR069W	52	44	52	66	59	62
YCR071C	80	95	90	62	67	68
YCR072C	12	11	17	8	12	3
YCR073C	27	22	31	30	21	24
YCR073W-A	27	47	35	39	41	42
YCR075C	2	4	2	2	1	3
YCR075W-A	21	20	27	28	42	42
YCR076C	15	26	24	40	18	35
YCR077C	36	44	40	49	43	41
YCR079W	17	27	38	24	19	18
YCR081W	40	43	35	48	30	25
YCR081C-A	2	2	1	2	0	1
YCR082W	189	206	201	177	198	168
YCR083W	32	41	36	55	36	44
YCR084C	160	199	211	258	130	157
YCR085W	3	1	4	1	4	2
YCR086W	12	23	23	17	16	13
YCR087W	1	0	0	0	2	0
YCR087C-A	50	85	85	78	74	49
YCR088W	118	122	154	112	85	86
YCR089W	5	8	15	12	6	18
YCR090C	11	17	21	15	26	21
YCR091W	81	112	98	126	104	112
YCR092C	17	37	49	23	12	31
YCR093W	150	179	181	135	135	120
YCR094W	47	52	61	41	39	44
YCR095C	29	42	55	41	32	33
YCR095W-A	6	9	6	8	7	9
YCR096C	0	2	1	0	1	2
YCR097W	73	94	78	70	68	65
YCR097W-A	0	0	0	0	0	0
tT(AGU)C	0	0	0	0	0	0
YCR098C	2	3	3	4	0	0
YCR099C	2	0	1	0	0	1
YCR100C	1	2	5	0	0	0
YCR101C	24	60	52	24	21	23
YCR102C	0	0	0	0	0	0
YCR102W-A	1	0	0	0	0	0
YCR104W	0	0	0	0	0	1
YCR105W	0	2	1	0	1	0
YCR106W	12	9	15	8	12	6
YCR107W	0	1	4	1	1	1
YCR108C	0	0	0	0	0	0
YFL068W	0	0	0	0	0	0
YFL067W	0	0	0	0	0	0
YFL066C	0	0	0	0	0	0
YFL065C	0	0	0	0	0	0
YFL064C	0	0	0	0	0	0
YFL063W	0	0	0	0	0	0
YFL062W	2	0	1	2	1	0
YFL061W	0	0	0	0	0	0
YFL060C	2	8	5	3	7	5
YFL059W	8	29	23	16	20	21
YFL058W	0	0	0	0	1	0
YFL056C	3	2	1	1	1	1
YFL055W	2	7	4	5	0	9
YFL054C	12	27	22	16	19	17
YFL053W	0	1	0	2	0	0
YFL052W	26	40	35	17	17	25
YFL051C	0	0	2	2	1	1
YFL050C	2	6	11	3	3	3
YFL049W	37	40	48	43	36	34
YFL048C	9	13	15	12	7	11
YFL047W	76	97	104	74	79	61
