sgd_id	yeast_rnaseq_1	yeast_rnaseq_2	yeast_rnaseq_3	yeast_stripeseq_unpooled_1	yeast_stripeseq_unpooled_2	yeast_stripeseq_unpooled_3	yeast_stripeseq_pooled_1	yeast_stripeseq_pooled_2	yeast_stripeseq_pooled_3
YOR234C	2779	2351	2394	72	79	78	78	69	75
YOR235W	1	3	3	3	5	5	4	7	7
snR17a	60	51	46	74	101	95	163	135	213
YOR236W	342	307	274	39	49	54	71	58	56
YOR237W	44	47	43	1	0	1	1	3	1
YOR238W	364	376	301	46	36	37	34	27	23
YOR239W	2773	2310	2144	170	175	234	241	205	230
YOR241W	851	820	830	46	36	50	50	34	40
YOR242C	17	21	26	0	1	0	0	1	2
YOR243C	1435	1407	1455	58	53	58	101	60	102
YOR244W	764	636	681	64	57	69	83	68	79
YOR245C	589	522	542	11	14	13	24	22	22
YOR246C	1169	1160	1048	54	63	79	121	84	95
YOR247W	2188	1930	1624	288	233	314	153	144	150
YOR248W	336	311	281	1	0	0	0	0	1
YOR249C	453	383	442	16	22	32	45	28	27
YOR250C	612	529	433	9	8	13	26	16	21
YOR251C	943	895	874	34	44	43	40	23	37
YOR252W	535	559	524	77	91	90	148	88	107
YOR253W	509	478	469	44	34	51	51	23	38
YOR254C	1726	1536	1563	77	127	117	158	124	230
YOR255W	1	1	1	0	0	0	0	0	0
YOR256C	785	760	736	14	28	18	36	27	53
YOR257W	493	460	474	282	263	306	343	259	321
YOR258W	155	128	130	8	4	16	14	9	6
YOR259C	4010	3486	3583	336	372	360	503	385	528
YOR260W	1859	1756	1633	49	62	65	94	64	103
YOR261C	3147	2720	2823	73	67	78	91	57	78
YOR262W	484	422	427	23	30	30	70	48	71
YOR263C	0	0	1	0	0	0	0	0	0
YOR264W	1357	1241	1222	70	41	36	63	46	47
YOR265W	408	372	361	124	119	152	218	161	196
YOR266W	352	309	305	32	26	40	39	19	30
YOR267C	2117	1934	1595	183	128	177	128	142	188
YOR268C	4	0	1	2	2	2	1	1	2
YOR269W	300	264	284	33	31	49	19	10	22
YOR270C	6590	6389	6238	36	35	38	83	66	111
YOR271C	1258	1226	1158	26	28	20	49	30	41
snR8	156	141	114	52	38	46	80	52	75
YOR272W	1322	1199	1251	89	83	77	121	70	125
YOR273C	2454	2211	2273	58	61	71	104	66	93
YOR274W	395	384	375	23	23	29	37	21	37
YOR275C	895	843	922	25	20	23	34	24	27
YOR276W	2092	1878	1833	253	264	321	370	259	327
YOR277C	12	2	4	2	1	1	0	1	0
snR31	193	206	176	13	14	16	24	16	10
snR5	175	155	144	3	2	3	3	2	2
YOR278W	444	367	369	14	6	19	13	3	10
YOR279C	278	221	227	15	26	13	33	39	41
YOR280C	381	355	364	34	17	21	30	33	37
YOR281C	1022	886	975	137	142	163	244	168	221
YOR282W	0	0	0	0	1	0	1	0	0
YOR283W	673	667	659	21	13	23	23	16	21
YOR284W	145	138	108	8	8	12	8	4	7
YOR285W	1619	1536	1494	85	110	86	96	84	83
YOR286W	728	658	614	51	66	64	77	65	61
YOR287C	208	207	182	54	42	52	59	47	66
YOR288C	692	644	642	16	18	25	16	5	9
YOR289W	390	364	342	37	30	47	64	29	48
tA(UGC)O	0	0	0	0	0	0	0	0	0
YOR290C	1434	1222	1201	62	57	57	87	79	107
YOR291W	930	845	799	14	18	20	25	15	31
YOR292C	524	455	461	13	12	24	17	12	12
YOR293W	7735	7328	7309	355	438	389	496	442	471
YOR293C-A	0	2	0	0	0	1	1	1	0
YOR294W	447	425	431	38	46	45	49	50	56
YOR295W	263	251	241	12	11	9	22	9	19
YOR296W	359	300	343	29	27	33	40	19	37
YOR297C	315	280	240	33	36	40	41	32	35
YOR298W	33	42	37	2	1	0	1	2	2
YOR298C-A	5873	5207	5261	285	215	281	293	218	299
YOR299W	1179	1022	1117	48	46	50	55	56	60
YOR300W	22	25	16	0	0	0	2	1	0
YOR301W	363	363	296	120	123	169	108	80	103
YOR302W	115	113	149	29	29	27	15	18	18
YOR303W	2141	1982	2149	15	14	12	12	16	20
YOR304W	1099	920	1061	81	78	125	158	106	185
YOR304C-A	232	208	176	72	65	73	143	82	116
YOR305W	377	365	372	19	19	14	35	20	39
YOR306C	396	440	391	20	23	25	37	16	43
YOR307C	628	663	740	6	7	12	8	6	15
YOR308C	326	278	282	31	17	37	35	34	38
YOR309C	363	285	313	3	0	5	2	2	6
YOR310C	4942	4559	4423	94	104	112	323	309	477
YOR311C	676	640	597	42	32	47	90	60	68
YOR312C	12365	11739	11722	300	393	355	385	329	361
YOR313C	23	20	18	3	4	1	1	2	6
YOR314W	1	0	0	0	0	0	0	0	0
YOR314W-A	1	1	0	0	0	0	0	0	0
YOR315W	154	161	170	18	25	23	21	18	20
YOR316C	865	816	683	22	23	21	21	22	21
YOR316C-A	15	9	8	0	1	2	2	2	1
YOR317W	3999	3310	3553	64	71	93	152	105	145
YOR318C	51	52	52	1	1	6	4	4	5
YOR319W	325	301	303	11	15	12	22	16	17
YOR320C	632	636	671	61	56	58	81	54	71
YOR321W	436	399	368	4	4	5	7	5	8
YOR322C	1140	942	1058	20	22	18	45	43	64
YOR323C	3216	2941	2940	77	76	93	120	94	111
YOR324C	437	366	391	57	65	71	64	45	62
YOR325W	1	1	1	2	0	3	2	0	2
YOR326W	2771	2705	2823	86	78	85	124	95	131
YOR327C	1211	1082	1005	48	62	43	86	66	102
YOR328W	484	432	430	7	3	5	19	6	18
YOR329C	1024	766	840	27	19	23	22	22	35
YOR329W-A	0	5	1	1	0	0	0	0	0
YOR330C	1007	813	823	77	77	99	78	58	104
YOR331C	4	4	1	0	0	0	0	0	0
YOR332W	5542	3830	3226	182	223	231	277	206	289
YOR333C	1	0	3	0	0	0	0	0	0
YOR334W	108	99	105	19	13	10	4	2	8
YOR335C	6177	5865	5721	43	43	53	69	56	86
YOR335W-A	0	0	0	0	0	0	0	0	0
YOR336W	592	569	638	30	37	38	49	45	74
YOR337W	481	513	496	32	36	60	73	41	64
YOR338W	217	268	231	7	5	13	7	9	19
YOR339C	12	15	12	2	0	0	2	3	1
YOR340C	1209	1033	1086	34	49	41	80	84	79
YOR341W	3401	3262	3288	91	105	103	162	121	198
YOR342C	1392	1259	1289	73	63	53	50	55	52
YOR343C	9	9	8	2	4	4	1	1	5
YOR343W-B	104	65	73	7	3	8	13	7	26
YOR343W-A	0	0	0	0	0	0	0	0	0
tM(CAU)O2	2	1	1	0	0	0	0	0	0
YOR344C	2041	1921	1894	83	67	76	59	63	58
tP(UGG)O3	1	1	1	0	3	3	5	4	2
YOR345C	5	1	3	0	0	0	0	0	0
YOR346W	524	515	524	12	22	19	34	11	34
YOR347C	964	872	906	94	86	92	61	53	71
YOR348C	258	209	168	5	6	3	5	5	6
YOR349W	332	288	275	24	21	26	22	17	16
YOR350C	388	385	389	40	28	35	36	31	50
YOR351C	6	4	5	1	0	0	1	1	0
YOR352W	511	463	497	17	13	17	16	7	12
YOR353C	719	648	565	57	47	51	57	33	52
YOR354C	1002	966	1006	41	35	50	77	49	57
YOR355W	1073	930	1018	15	14	22	22	22	39
YOR356W	1211	1019	1105	26	22	21	31	26	29
YOR357C	402	301	325	27	31	32	42	25	39
YOR358W	361	299	306	86	92	102	124	86	126
YOR359W	172	134	140	22	22	19	11	16	22
YOR360C	978	898	869	35	33	42	41	33	36
YOR361C	4828	4845	4658	71	91	87	125	103	135
YOR362C	3020	2755	2739	66	51	65	69	51	77
YOR363C	564	527	525	49	69	54	82	52	75
YOR364W	29	21	26	22	18	25	16	19	14
YOR365C	4	9	5	1	0	7	5	5	4
YOR366W	21	29	25	0	1	1	0	1	0
YOR367W	432	409	395	66	75	105	127	63	104
YOR368W	216	197	209	14	13	11	33	21	26
YOR369C	18702	16923	16117	137	163	154	265	189	223
YOR370C	2010	1776	1807	32	28	45	20	21	35
YOR371C	495	452	421	27	31	46	76	43	78
YOR372C	838	641	597	140	139	165	111	109	131
YOR373W	289	255	269	15	12	22	8	11	15
YOR374W	10719	7920	8227	103	93	97	172	105	137
YOR375C	4218	3654	3434	80	86	94	120	99	124
YOR376W	1	0	0	5	4	5	6	2	2
YOR376W-A	146	133	139	11	14	9	15	13	14
YOR377W	1070	908	937	175	112	180	149	91	166
YOR378W	25	10	18	0	2	1	2	0	0
YOR379C	9	12	9	6	8	10	3	2	2
YOR380W	200	184	184	37	24	31	19	15	17
YOR381W	395	450	390	6	5	7	8	11	9
YOR381W-A	14	17	9	0	0	2	3	2	1
YOR382W	1364	1755	1229	139	161	141	105	104	95
YOR383C	2353	2973	1828	162	188	277	138	131	134
YOR384W	234	242	192	32	27	36	35	18	36
YOR385W	1342	1301	1216	77	96	87	117	81	96
YOR386W	634	572	593	17	21	26	27	18	29
YOR387C	1	5	2	0	0	0	0	0	0
YOR388C	53	38	44	6	2	3	6	1	7
YOR389W	114	111	87	3	5	12	8	4	7
YOR390W	100	61	73	1	0	1	1	2	1
YOR391C	3	1	2	0	0	0	1	1	0
YOR392W	1	4	1	0	0	0	0	0	0
YOR393W	0	0	0	0	0	0	0	0	0
YOR394W	0	0	0	0	0	0	0	0	0
YOR394C-A	3	0	3	0	0	0	0	0	0
YOR396W	1	0	1	0	0	0	0	0	0
YOR396C-A	0	0	0	0	0	0	0	0	0
YGL263W	2	2	4	0	0	1	0	0	0
YGL262W	0	1	0	0	0	0	0	0	0
YGL261C	1	0	1	0	0	0	0	0	0
YGL260W	0	0	0	0	0	0	0	0	0
YGL259W	6	18	12	0	0	0	0	1	0
YGL258W-A	11	5	5	0	0	0	0	0	1
YGL258W	14	16	6	1	0	0	0	0	0
YGL257C	946	812	934	33	41	50	42	30	47
YGL256W	882	836	764	11	10	19	14	19	12
YGL255W	359	349	334	10	12	9	14	6	7
YGL254W	276	248	255	20	26	13	14	13	19
YGL253W	25767	22034	22871	143	178	148	227	207	278
YGL252C	1239	1062	1185	54	58	58	91	80	83
YGL251C	221	164	179	11	13	13	20	6	17
YGL250W	307	257	283	24	27	43	62	35	61
YGL249W	57	38	50	4	8	1	3	5	2
RME3	174	153	141	14	11	22	25	13	15
YGL248W	1271	1087	1116	124	153	264	196	128	182
YGL247W	325	254	259	26	30	23	35	31	30
YGL246C	918	846	845	31	30	30	51	36	46
YGL245W	7351	6907	6386	127	144	183	310	236	409
YGL244W	1604	1360	1394	192	144	229	251	227	263
YGL243W	392	355	369	19	21	16	20	26	28
YGL242C	268	210	225	38	44	34	44	36	63
YGL241W	658	569	554	11	7	11	17	8	13
YGL240W	97	91	80	15	10	19	20	22	22
YGL239C	0	0	0	0	0	0	0	0	0
YGL238W	1557	1394	1462	43	47	56	53	54	65
YGL237C	584	464	420	61	59	59	71	66	52
YGL236C	199	159	162	7	9	10	12	9	13
YGL235W	1	1	2	10	12	14	8	11	9
YGL234W	6743	6308	6436	49	63	75	83	64	93
YGL233W	849	740	758	35	29	32	25	20	38
YGL232W	973	748	781	114	104	90	130	121	133
YGL231C	834	720	816	29	37	36	41	36	32
YGL230C	9	10	8	6	4	6	3	0	2
YGL229C	440	409	400	9	4	7	8	8	9
YGL228W	1864	1520	1604	50	42	71	72	63	65
YGL227W	1432	1160	1164	35	40	56	85	41	68
YGL226C-A	534	544	489	35	30	23	33	19	26
YGL226W	235	186	182	71	64	81	141	88	122
tV(AAC)G3	2	1	6	0	1	3	7	2	2
YGL225W	1906	1860	1802	24	31	32	38	39	42
YGL224C	577	494	516	19	17	34	36	22	20
YGL223C	761	687	748	23	16	23	10	11	22
YGL222C	479	410	357	381	371	562	366	362	349
YGL221C	1302	1209	1117	45	47	65	57	56	63
YGL220W	661	657	670	47	70	77	78	64	73
YGL219C	1195	1002	1053	43	37	49	41	36	48
YGL218W	3	1	1	0	0	0	0	0	0
YGL217C	0	1	1	0	0	0	0	0	0
YGL216W	394	330	321	20	13	18	29	23	26
YGL215W	2477	2070	1982	33	29	40	48	38	65
YGL214W	2	0	2	0	0	1	0	0	0
YGL213C	840	729	780	61	45	50	63	50	69
YGL212W	243	201	186	55	64	68	90	62	89
YGL211W	819	698	700	8	17	11	24	25	23
YGL210W	497	428	428	84	76	90	140	95	128
YGL209W	1064	910	734	114	114	100	131	82	111
YGL208W	678	492	544	80	64	69	59	45	71
YGL207W	2997	2686	2711	68	62	87	131	124	176
YGL206C	2204	2081	2045	177	155	202	271	217	348
YGL205W	38	30	33	4	5	7	4	2	7
tH(GUG)G1	0	0	0	0	0	1	0	0	0
YGL204C	100	104	121	9	13	8	11	10	6
YGL203C	930	813	739	23	28	32	50	40	67
tK(UUU)G1	0	0	0	1	0	0	0	0	0
YGL202W	5821	5447	5381	82	104	99	115	89	146
YGL201C	772	634	733	28	35	36	46	46	59
tK(CUU)G1	0	0	0	0	0	0	0	0	0
YGL200C	2405	2359	2324	135	144	153	194	162	181
YGL199C	48	35	31	5	9	12	6	5	9
YGL198W	746	639	622	23	26	28	31	21	28
YGL197W	1450	1130	1160	38	46	52	73	44	86
YGL196W	1748	1748	1834	32	41	54	40	31	44
YGL195W	2944	2930	2902	78	79	92	159	119	218
YGL194C-A	107	100	108	128	85	126	104	70	86
YGL194C	450	368	416	47	48	56	61	32	56
RME2	1342	1193	1255	46	28	35	21	18	15
YGL193C	0	0	0	0	0	0	0	0	0
YGL192W	1	4	3	1	1	0	0	0	1
YGL191W	1172	1064	1063	81	77	95	89	59	67
YGL190C	1285	1097	1058	69	58	61	101	87	103
YGL189C	14313	12774	12479	520	493	545	600	421	591
YGL188C-A	75	49	73	124	100	146	238	149	269
YGL188C	143	151	108	0	0	2	4	2	6
YGL187C	1172	968	923	73	68	90	72	55	65
YGL186C	1280	1123	1175	25	24	18	38	32	39
YGL185C	308	269	290	25	21	19	35	25	32
YGL184C	239	143	189	19	19	26	14	9	17
YGL183C	37	19	27	5	3	4	1	2	1
YGL182C	18	14	14	27	25	21	22	21	15
YGL181W	1115	940	1041	82	95	96	97	69	101
YGL180W	580	363	366	21	16	24	56	40	58
YGL179C	664	627	562	62	74	80	123	92	83
YGL178W	835	780	763	74	63	71	46	56	63
YGL177W	32	38	21	33	22	37	42	29	41
YGL176C	271	246	291	11	16	13	13	15	24
YGL175C	74	44	42	24	17	37	20	12	24
YGL174W	206	178	213	32	39	50	66	28	62
YGL173C	3849	3672	3422	88	68	82	186	126	233
YGL172W	1081	922	968	24	32	33	28	33	48
YGL171W	1328	1172	1281	101	108	126	204	137	201
YGL170C	7	8	10	4	1	0	2	0	2
tK(CUU)G2	0	0	0	0	0	0	0	0	0
YGL169W	710	660	654	14	15	5	16	8	14
YGL168W	6	5	6	0	0	1	0	0	0
YGL167C	2273	2008	2115	47	57	36	77	66	90
YGL166W	869	766	737	72	71	99	99	77	117
YGL165C	3	2	4	1	1	2	1	0	1
YGL164C	673	581	587	38	45	62	92	70	106
YGL163C	615	492	515	16	12	18	23	18	29
YGL162W	316	274	213	40	41	34	41	36	26
YGL161C	1238	1056	1130	110	86	96	106	74	102
YGL160W	832	690	739	39	35	37	25	28	31
YGL159W	497	421	499	6	4	8	11	9	16
tL(CAA)G1	0	0	0	0	0	0	0	0	0
YGL158W	220	175	167	4	10	10	8	11	13
YGL157W	1517	1295	1303	44	63	64	60	53	68
YGL156W	352	306	361	9	9	11	11	8	10
YGL155W	838	763	770	11	12	10	26	16	15
YGL154C	241	228	205	25	23	37	35	13	32
YGL153W	534	460	460	128	126	158	157	129	157
YGL152C	14	6	11	2	1	0	0	0	1
YGL151W	999	922	903	35	43	47	56	45	62
YGL150C	1628	1379	1480	163	151	177	275	196	369
YGL149W	1	1	0	0	0	0	0	0	0
YGL148W	3824	3594	3465	160	190	190	222	167	223
YGL147C	13171	13206	12695	346	384	444	451	421	442
YGL146C	161	152	132	13	14	18	19	12	26
YGL145W	786	685	695	55	41	49	55	49	59
YGL144C	289	263	243	19	15	19	21	18	17
YGL143C	425	376	414	30	19	31	26	40	27
YGL142C	667	559	572	27	24	18	34	22	46
YGL141W	630	537	597	43	27	39	44	40	54
YGL140C	1072	930	956	25	21	27	58	39	67
YGL139W	658	592	633	17	8	11	8	11	16
YGL138C	0	1	0	1	1	0	0	0	0
YGL137W	2677	2359	2348	48	65	46	80	52	69
YGL136C	455	396	438	26	24	27	24	10	15
YGL135W	10952	9971	9481	137	154	156	194	150	179
YGL134W	613	599	578	59	63	65	56	49	65
YGL133W	619	545	573	20	11	19	22	22	28
YGL132W	0	2	4	0	0	0	0	0	0
YGL131C	564	505	477	27	23	37	52	33	46
YGL130W	756	655	668	39	38	52	52	30	44
YGL129C	873	753	850	36	21	49	34	41	40
YGL128C	242	208	168	35	40	40	40	39	39
YGL127C	228	168	159	97	57	78	50	39	44
YGL126W	428	347	487	47	36	33	28	27	36
YGL125W	631	474	602	27	24	23	33	29	36
YGL124C	792	635	667	49	44	62	75	51	79
YGL123W	34733	32716	31905	179	248	228	288	229	265
YGL123C-A	16	11	16	0	0	0	2	0	0
YGL122C	2451	2053	2087	305	262	385	238	202	269
YGL121C	110	98	128	14	15	28	20	16	21
YGL120C	3197	3014	2944	105	138	160	189	139	187
YGL119W	552	448	504	35	39	48	64	64	57
tW(CCA)G1	1	1	1	0	0	0	0	0	0
YGL118C	10	10	8	4	2	0	2	1	1
YGL117W	1758	1590	1675	27	30	33	83	25	55
YGL116W	429	384	390	25	16	22	34	26	37
YGL115W	1210	1130	1149	73	67	75	96	61	97
YGL114W	780	705	747	10	12	16	23	13	24
YGL113W	343	298	268	41	41	40	44	34	40
YGL112C	1368	1229	1299	40	42	59	59	40	53
YGL111W	1198	1054	1061	58	68	68	68	55	81
YGL110C	765	648	687	25	17	21	31	30	43
YGL109W	16	9	5	1	0	1	0	1	0
YGL108C	411	330	403	138	181	225	289	230	239
YGL107C	675	555	617	24	25	15	21	19	31
YGL106W	1926	1730	1649	105	119	135	160	109	139
YGL105W	6237	5711	5559	267	296	292	334	271	352
YGL104C	438	362	403	16	12	6	20	8	22
YGL103W	17846	17430	16739	261	276	291	345	283	357
YGL102C	12	11	11	0	0	3	0	0	0
YGL101W	677	502	520	70	65	78	72	71	77
YGL100W	783	702	765	61	48	62	80	52	110
YGL099W	1294	1186	1197	41	40	45	65	53	80
snR82	184	137	155	5	17	13	17	6	23
YGL098W	519	395	376	27	30	42	63	37	58
tH(GUG)G2	1	0	4	1	0	1	8	6	3
YGL097W	910	847	833	32	23	29	36	22	37
YGL096W	177	148	128	10	16	12	15	10	8
tE(UUC)G1	13	9	11	0	0	0	1	0	0
YGL095C	793	724	734	66	59	59	77	60	79
YGL094C	413	368	375	25	28	38	63	44	97
YGL093W	608	529	531	45	30	37	45	28	28
YGL092W	1505	1352	1376	38	30	47	51	36	58
YGL091C	647	545	556	11	17	10	19	13	20
YGL090W	334	300	203	66	59	69	87	71	99
YGL089C	0	4	0	1	0	0	0	0	0
YGL088W	1	1	0	0	1	0	0	0	0
snR10	130	142	122	8	12	9	11	9	9
YGL087C	573	567	532	101	109	104	90	81	66
YGL086W	780	671	654	101	96	121	132	94	103
YGL085W	267	238	221	32	23	38	31	25	36
YGL084C	755	662	671	8	11	9	13	10	16
YGL083W	386	338	272	49	47	55	60	44	65
YGL082W	1297	1133	1146	43	32	33	63	37	56
YGL081W	64	63	64	2	2	5	6	4	10
YGL080W	953	878	873	101	107	107	118	92	87
YGL079W	256	256	242	29	36	33	42	12	28
YGL078C	2125	2051	1956	87	156	118	242	182	277
YGL077C	1143	1018	1012	10	14	12	31	13	29
YGL076C	13596	12419	11720	212	244	255	331	225	287
snR39	30	38	35	1	1	0	2	3	1
snR39B	36	28	28	2	1	5	2	1	0
YGL075C	186	140	171	6	5	8	5	9	10
YGL074C	1	2	0	0	0	0	0	0	0
YGL073W	1328	1052	1116	43	27	43	29	26	40
YGL072C	63	105	86	4	4	5	9	2	6
YGL071W	511	525	485	24	17	18	22	20	24
YGL070C	484	391	416	42	52	53	53	32	40
YGL069C	7	18	15	0	1	0	1	0	1
YGL068W	1151	986	1098	18	21	12	25	20	19
YGL067W	508	490	495	208	149	266	199	109	196
YGL066W	800	668	761	102	72	110	108	86	134
YGL065C	628	605	572	52	13	12	11	14	16
YGL064C	159	158	169	6	14	7	8	6	12
YGL063W	233	194	174	14	11	27	12	12	16
YGL063C-A	3	4	2	9	2	6	2	2	7
YGL062W	1934	1550	1465	85	78	86	109	72	109
YGL061C	205	178	178	83	91	90	111	71	94
YGL060W	524	471	504	13	20	30	11	13	23
YGL059W	939	894	948	42	47	51	50	39	55
YGL058W	323	223	247	51	48	58	93	55	75
YGL057C	97	77	92	36	30	34	36	29	44
YGL056C	1335	1013	862	72	69	77	81	71	80
YGL055W	9828	8923	8578	344	178	181	259	210	257
YGL054C	1669	1470	1405	96	112	105	130	102	123
tE(UUC)G2	1	0	0	0	0	0	0	0	0
YGL053W	541	474	478	62	66	81	74	45	81
YGL052W	16	16	18	0	0	1	0	1	1
YGL051W	27	20	15	5	2	3	5	3	5
tR(UCU)G1	1	0	0	0	1	0	0	0	0
YGL050W	388	365	320	123	113	126	209	130	175
YGL049C	1473	1234	1149	68	63	62	86	72	84
YGL048C	4062	3536	3598	56	72	74	116	77	106
YGL047W	227	194	217	14	19	22	37	22	27
tV(AAC)G1	0	0	0	0	0	1	0	1	1
YGL045W	519	484	515	25	16	26	28	11	27
YGL044C	531	480	468	52	57	67	73	51	61
YGL043W	946	821	792	102	106	118	112	66	102
YGL042C	6	6	4	2	4	5	1	1	3
YGL041C-B	12	10	10	0	0	0	0	0	0
YGL041W-A	523	478	458	27	25	46	55	36	52
YGL041C	10	5	5	4	1	3	2	0	1
YGL040C	1850	1712	1676	12	25	24	31	18	37
tL(CAA)G2	3	1	0	0	0	1	1	0	0
YGL039W	811	789	704	50	49	57	41	33	35
YGL038C	1036	839	894	44	43	59	51	38	51
YGL037C	11582	9721	9853	221	246	242	266	212	215
YGL036W	1256	952	879	29	14	29	28	15	34
YGL035C	843	667	573	93	93	118	103	80	107
YGL034C	6	2	2	7	6	4	1	2	2
YGL033W	26	22	17	10	10	11	15	12	6
YGL032C	459	457	434	88	67	86	65	60	50
YGL031C	13337	12243	11516	279	304	319	313	307	286
YGL030W	15674	15577	14310	116	163	159	162	128	147
YGL029W	453	381	384	305	317	357	430	359	459
tF(GAA)G	1	0	1	0	0	0	0	0	0
YGL028C	860	817	782	36	33	46	38	40	26
YGL027C	1276	1242	1270	45	62	44	86	60	113
YGL026C	3943	3770	3551	38	58	52	89	72	115
YGL025C	476	452	452	56	60	79	76	61	75
YGL024W	14	12	6	0	0	0	0	0	0
YGL023C	825	671	604	142	150	178	219	173	234
YGL022W	2928	2874	2926	35	21	45	42	38	53
YGL021W	559	522	495	18	24	16	27	32	63
YGL020C	921	784	777	82	72	89	110	80	98
YGL019W	1327	1298	1278	301	324	457	400	314	371
YGL018C	248	215	219	52	42	43	48	20	34
YGL017W	596	507	554	19	16	24	27	15	19
YGL016W	631	607	604	28	34	34	36	25	41
YGL015C	4	4	2	1	1	0	0	0	0
YGL014W	961	824	791	40	33	39	56	61	74
YGL014C-A	0	1	0	0	0	1	0	1	1
YGL013C	898	783	830	58	51	63	80	49	79
YGL012W	3671	3519	3435	50	71	62	79	68	75
YGL011C	2841	2517	2650	108	124	104	130	129	133
YGL010W	362	310	294	7	12	10	11	8	6
YGL009C	5063	4375	4830	89	96	88	102	91	104
YGL008C	36479	36899	34237	255	284	347	489	420	620
YGL007C-A	3	5	2	3	2	6	1	0	0
YGL007W	3	3	2	0	0	0	0	0	0
YGL006W-A	50	36	41	7	8	16	14	9	8
YGL006W	2180	1922	2028	28	28	34	61	44	63
YGL005C	676	608	571	77	88	102	147	99	139
YGL004C	585	502	517	40	41	34	60	29	59
YGL003C	653	592	560	60	57	76	112	67	89
YGL002W	739	630	591	35	42	45	85	51	70
YGL001C	1366	1282	1346	78	86	71	87	65	82
YGR001C	972	969	936	68	86	93	115	86	119
YGR002C	719	596	622	45	38	56	80	52	57
YGR003W	370	425	402	26	25	22	21	33	25
YGR004W	303	252	289	15	19	22	30	12	31
YGR005C	1140	1023	1103	113	80	102	145	95	131
YGR006W	162	143	155	45	31	37	36	34	42
YGR007W	940	875	841	42	64	60	75	59	58
YGR008C	6157	5224	5166	296	302	338	500	350	407
YGR009C	1243	1051	1108	53	48	70	97	73	117
YGR010W	450	389	388	47	47	50	47	33	41
YGR011W	62	55	75	0	1	1	1	1	2
YGR012W	791	652	668	9	5	9	18	10	17
YGR013W	804	651	649	27	32	35	39	34	47
YGR014W	729	644	623	19	18	30	17	21	24
YGR015C	347	309	261	35	18	22	18	16	24
YGR016W	115	126	119	3	0	6	8	2	5
YGR017W	1473	1310	1304	159	88	131	135	116	140
YGR018C	26	24	19	6	4	3	1	4	1
YGR019W	1571	1251	1317	24	36	42	55	23	47
YGR020C	2091	1777	1791	241	228	294	337	232	293
YGR021W	312	235	275	19	21	21	12	24	26
YGR022C	0	2	5	1	0	0	0	1	0
YGR023W	284	236	250	44	30	48	36	30	26
tD(GUC)G1	0	0	3	0	0	0	2	0	0
YGR024C	914	833	863	85	76	79	112	87	103
YGR025W	87	89	111	19	11	19	31	25	32
YGR026W	1677	1491	1585	61	50	47	73	50	89
YGR027C	11041	9886	9616	112	153	130	165	121	146
YGR027W-A	0	0	0	0	0	0	0	0	0
YGR027W-B	23	30	18	2	8	7	6	6	14
tE(UUC)G3	0	1	3	0	0	0	0	1	0
YGR028W	814	631	642	14	21	11	15	4	13
YGR029W	542	413	428	47	48	50	75	51	57
tD(GUC)G2	4	4	4	0	1	0	0	0	0
snR46	125	122	97	3	2	2	12	9	13
YGR030C	286	242	252	25	16	30	39	20	33
YGR031W	799	720	674	62	85	98	155	113	124
YGR031C-A	17	8	16	6	2	3	1	2	2
YGR032W	1408	1254	1231	68	59	68	59	46	66
YGR033C	1018	907	859	24	30	29	52	34	51
YGR034W	9470	9061	8307	200	252	229	285	256	295
YGR035C	378	323	285	119	99	120	155	124	158
YGR035W-A	0	0	0	0	0	0	0	0	0
YGR036C	362	331	354	10	14	13	6	12	11
YGR037C	3730	3305	3171	50	64	44	70	71	73
YGR038W	571	523	502	15	9	10	11	6	8
tS(AGA)G	0	1	0	0	0	0	0	0	0
YGR038C-B	6	3	6	1	1	2	2	4	5
YGR038C-A	0	0	0	0	0	0	0	0	0
YGR039W	39	31	36	17	11	19	13	9	17
YGR040W	391	358	404	20	36	29	24	28	34
YGR041W	246	231	264	28	38	39	29	39	31
YGR042W	375	300	354	37	28	38	39	28	28
YGR043C	662	618	688	25	24	28	36	27	34
YGR044C	909	840	824	24	32	28	30	27	29
YGR045C	29	20	33	1	5	4	4	1	2
YGR046W	831	722	709	37	30	28	34	22	30
YGR047C	410	398	408	31	40	53	72	53	78
YGR048W	910	791	744	69	69	86	119	93	110
YGR049W	266	200	240	144	95	183	104	77	100
YGR050C	55	44	43	2	5	3	1	7	8
YGR051C	2	1	5	0	0	2	0	0	0
YGR052W	721	621	718	43	31	45	45	31	53
YGR053C	117	114	95	15	9	13	15	11	19
YGR054W	1588	1364	1238	77	47	65	59	42	73
YGR055W	1663	1204	1226	10	9	11	31	16	34
YGR056W	683	649	555	102	94	102	116	83	125
YGR057C	499	378	419	20	16	20	38	16	25
YGR058W	411	382	429	30	14	28	26	11	21
YGR059W	34	22	22	4	2	2	5	6	6
snR48	37	31	26	0	0	0	4	3	2
YGR060W	2951	2784	2661	67	68	82	86	72	93
YGR061C	4193	4181	4154	92	97	179	187	117	220
YGR062C	362	291	305	4	9	11	6	10	6
YGR063C	304	246	270	17	30	27	37	15	32
YGR064W	31	13	22	0	0	0	0	0	0
YGR065C	439	359	351	12	22	21	23	17	18
YGR066C	70	68	61	5	5	3	4	1	3
YGR067C	790	668	667	51	40	63	55	33	40
YGR068C	295	250	202	60	69	77	75	58	77
YGR068W-A	7	12	10	3	0	1	0	0	1
