sgd_id	yeast_rnaseq_1	yeast_rnaseq_2	yeast_rnaseq_3	yeast_stripeseq_unpooled_1	yeast_stripeseq_unpooled_2	yeast_stripeseq_unpooled_3	yeast_stripeseq_pooled_1	yeast_stripeseq_pooled_2	yeast_stripeseq_pooled_3
tS(UGA)P	1	0	2	0	0	0	0	1	0
YPR072W	1830	1568	1707	39	48	50	69	49	85
YPR073C	794	700	717	34	41	33	50	50	48
YPR074C	7287	6644	6782	121	127	155	166	136	180
YPR074W-A	2	3	0	13	9	10	9	7	8
YPR075C	1433	1303	1230	22	33	37	56	38	51
YPR076W	0	2	4	0	0	0	0	1	1
YPR077C	2	1	2	3	1	2	0	0	0
YPR078C	4	3	1	0	0	0	0	0	0
YPR079W	527	497	495	17	18	12	14	12	14
YPR080W	25023	25841	23171	366	417	443	613	489	585
YPR081C	472	446	434	6	8	14	9	9	24
YPR082C	286	277	247	38	34	35	60	39	55
YPR083W	245	206	210	3	6	1	6	2	5
YPR084W	416	402	391	21	22	30	25	26	28
YPR085C	390	342	355	26	31	15	27	19	25
YPR086W	1375	1198	1228	198	183	259	238	151	253
YPR087W	5	4	13	0	0	0	0	0	0
YPR088C	2104	1887	1954	112	107	118	137	124	126
YPR089W	1209	1109	1199	37	61	36	85	71	93
YPR091C	1611	1470	1558	78	86	87	119	92	109
YPR092W	4	3	3	2	3	2	1	0	1
snR51	66	83	62	0	0	0	1	2	3
snR70	74	69	83	12	11	15	16	11	16
snR41	66	68	58	2	1	2	3	4	1
YPR093C	207	159	193	65	62	81	93	54	73
YPR094W	119	103	124	18	20	11	29	22	20
YPR095C	573	459	477	36	37	44	70	52	93
YPR096C	15	12	13	14	19	13	12	16	14
YPR097W	902	846	843	58	42	67	65	42	91
YPR098C	610	553	495	32	43	45	42	30	37
YPR099C	24	15	18	7	2	12	3	4	7
YPR100W	507	456	457	169	223	219	342	254	316
YPR101W	376	326	298	35	45	54	74	51	44
YPR102C	8201	7949	7148	2384	2203	2782	3015	2004	2810
YPR103W	3222	2769	2813	373	311	454	479	348	474
YPR104C	509	472	474	16	15	20	29	22	42
YPR105C	916	786	773	67	57	87	96	86	139
YPR106W	529	515	524	23	15	19	16	12	18
YPR107C	514	450	422	45	39	40	44	27	47
YPR108W	2571	2214	2208	71	97	105	170	103	157
YPR108W-A	0	4	2	0	0	0	0	0	0
tT(UGU)P	0	0	0	0	0	0	0	0	0
YPR109W	406	393	449	13	14	18	23	9	14
YPR110C	3100	3018	2964	161	194	212	187	135	205
YPR111W	423	346	359	19	31	37	42	27	26
YPR112C	1689	1705	1604	160	169	203	241	178	282
YPR113W	2131	1926	2121	56	60	38	75	54	77
YPR114W	1261	1114	987	86	69	79	82	61	86
YPR115W	1208	1028	1107	91	75	102	59	61	84
YPR116W	117	96	96	10	7	16	15	13	14
YPR117W	1075	1017	1027	14	12	24	25	21	44
YPR118W	1282	1222	1243	30	38	38	38	34	40
tK(UUU)P	11	8	8	0	0	0	0	0	0
YPR119W	222	218	172	19	18	23	16	16	20
YPR120C	225	193	176	27	25	34	32	20	23
tC(GCA)P2	0	0	0	0	0	0	0	0	0
YPR121W	222	207	177	2	0	2	1	2	1
YPR122W	999	977	943	39	45	71	38	40	59
YPR123C	5	5	7	0	0	0	0	0	0
YPR124W	1210	1176	1146	20	29	20	26	24	27
YPR125W	844	786	752	87	85	100	114	86	114
YPR126C	1	2	1	5	4	4	15	4	12
YPR127W	1197	1140	1076	91	99	125	92	75	88
YPR128C	620	579	651	6	10	11	8	7	17
YPR129W	1053	919	849	292	270	391	245	177	230
YPR130C	13	6	10	1	0	1	1	0	1
YPR131C	507	418	469	76	76	81	137	88	104
YPR132W	12424	12028	11049	158	185	171	255	186	198
YPR133C	1326	1118	1105	408	342	431	421	332	419
YPR133W-A	670	567	563	75	90	90	86	79	65
YPR134W	348	324	304	7	17	18	14	12	15
YPR135W	408	345	347	43	41	43	65	39	62
YPR136C	1	0	0	0	0	0	0	0	0
YPR137W	387	339	335	40	54	60	86	48	78
YPR137C-B	0	1	0	0	0	1	2	3	2
YPR137C-A	0	0	0	0	0	0	0	0	0
tN(GUU)P	12	14	12	3	1	0	4	1	5
YPR138C	311	265	296	13	17	13	24	9	28
YPR139C	722	595	609	26	18	30	28	22	31
YPR140W	653	545	498	9	10	4	11	5	8
YPR141C	316	315	315	32	19	37	31	28	27
YPR142C	0	2	2	0	0	0	0	0	0
YPR143W	1048	878	851	196	219	255	307	270	267
tI(AAU)P1	0	0	0	0	0	0	0	0	0
YPR144C	995	946	911	50	43	47	46	43	42
snR45	86	78	70	2	3	4	7	3	2
YPR145W	6645	5744	6346	280	276	317	343	263	338
YPR145C-A	159	203	188	187	158	197	313	202	259
YPR146C	81	80	91	0	0	3	2	2	1
YPR147C	703	608	650	42	38	51	45	33	39
YPR148C	2527	2221	2162	88	90	111	142	98	147
YPR149W	8109	7226	7222	93	111	124	92	87	85
YPR150W	27	18	15	4	4	4	3	1	2
YPR151C	29	20	23	7	3	5	5	3	10
YPR152C	300	271	249	86	65	77	120	79	122
YPR153W	74	62	49	7	2	8	2	2	2
YPR154W	907	745	625	194	180	195	110	103	89
YPR155C	813	723	679	24	8	13	19	24	20
YPR156C	2430	2297	2295	58	48	56	50	40	48
YPR157W	499	456	502	26	33	40	35	18	40
YPR158W	455	456	421	41	33	58	57	36	57
YPR158W-A	0	0	0	0	0	0	0	0	0
YPR158W-B	12	17	16	1	0	3	2	0	2
YPR158C-D	98	113	107	2	3	1	4	10	9
YPR158C-C	0	0	0	0	0	0	0	0	0
tA(AGC)P	0	0	0	0	0	1	0	0	0
YPR159W	2965	2726	2649	58	60	75	53	33	76
YPR159C-A	12	6	12	0	2	1	1	0	0
tG(GCC)P2	1	2	0	2	0	1	4	3	2
YPR160W	6663	5835	6481	189	162	211	240	174	267
YPR160W-A	0	0	0	0	0	0	0	0	0
YPR160C-A	9	12	14	0	0	0	0	0	0
YPR161C	875	792	784	26	35	41	60	46	58
YPR162C	459	398	395	48	48	48	61	41	72
YPR163C	6424	5984	5931	102	116	110	192	184	234
YPR164W	611	584	585	25	23	28	12	20	31
YPR165W	3951	3491	3357	63	53	65	92	52	84
YPR166C	267	219	252	23	15	20	27	14	24
YPR167C	209	187	204	107	96	138	139	116	155
YPR168W	159	134	148	33	19	19	52	25	50
YPR169W	1354	1228	1198	42	63	59	60	52	60
tI(AAU)P2	0	0	0	0	0	0	0	0	0
YPR170C	4	4	6	0	0	0	2	0	1
YPR170W-B	1223	1065	1105	40	31	36	40	28	34
YPR169W-A	3	4	4	2	1	0	1	1	0
YPR170W-A	2	3	2	0	0	0	0	0	0
YPR171W	559	512	462	18	23	35	25	9	29
YPR172W	579	513	487	144	94	193	142	78	128
YPR173C	932	852	897	38	47	44	79	46	103
YPR174C	164	135	148	35	20	80	19	9	23
YPR175W	219	240	229	16	12	11	22	10	21
YPR176C	706	643	671	20	18	21	32	20	28
YPR177C	2	3	1	0	0	0	0	0	0
YPR178W	442	400	390	45	55	65	90	57	89
YPR179C	768	596	674	40	22	43	65	60	86
YPR180W	434	407	392	38	43	47	47	35	37
YPR181C	2605	2546	2389	119	133	141	95	89	100
YPR182W	233	201	243	20	20	21	8	11	17
YPR183W	1678	1661	1359	101	88	125	56	47	61
YPR184W	2179	1781	1984	113	112	122	102	102	116
YPR185W	653	544	570	33	33	37	24	30	30
YPR186C	148	98	116	16	20	26	24	15	21
YPR187W	1461	1198	1210	221	157	173	184	166	214
YPR188C	434	331	364	238	225	293	398	236	352
YPR189W	906	885	877	46	36	21	42	36	70
YPR190C	539	497	495	131	133	161	157	96	143
YPR191W	2382	1828	1910	138	79	88	85	69	81
YPR192W	30	30	30	1	2	1	0	0	0
YPR193C	36	27	35	2	4	8	13	5	5
YPR194C	98	82	91	2	1	1	3	4	3
YPR195C	5	7	4	3	4	5	8	4	6
YPR196W	157	136	157	7	7	2	7	6	7
YPR197C	2	1	2	3	2	2	1	1	0
YPR198W	768	687	650	16	21	19	24	18	23
YPR199C	679	545	521	58	39	52	49	44	40
YPR200C	39	36	33	5	3	1	5	4	1
YPR201W	51	41	61	2	5	4	5	5	4
YPR202W	8	4	8	12	12	15	14	12	16
YPR203W	0	0	0	0	0	0	0	0	0
YPR204W	13	4	16	0	1	1	1	0	3
YPR204C-A	0	0	0	0	0	0	0	0	0
YML133C	4	3	5	0	0	0	0	0	0
YML133W-B	0	0	0	0	0	0	0	0	0
YML133W-A	0	0	0	0	0	0	0	0	0
YML132W	30	27	34	0	1	0	0	0	0
YML131W	398	301	328	7	11	9	9	7	14
YML130C	1473	1365	1311	51	45	78	56	49	79
YML129C	565	479	492	100	112	115	91	86	81
YML128C	7833	6619	6811	89	90	97	100	85	110
YML127W	1225	1016	1075	32	41	42	49	39	54
YML126C	2582	2530	2441	24	20	29	28	34	39
YML125C	1151	1086	1037	41	47	55	71	48	68
YML124C	1634	1514	1535	49	63	84	79	61	69
YML123C	788	849	746	38	51	68	64	40	61
YML122C	4	3	6	3	1	5	4	3	4
YML121W	687	563	611	16	14	15	28	27	38
YML120C	2796	2245	2441	45	50	55	57	46	55
YML119W	417	389	413	31	30	45	38	32	40
YML118W	160	128	155	16	20	18	18	16	18
YML117W	2615	2260	2262	131	121	151	196	143	224
YML116W-A	145	148	166	0	1	0	1	0	2
YML116W	458	401	427	26	38	45	43	28	36
YML115C	1309	1230	1198	41	39	44	54	47	95
YML114C	781	691	641	61	39	58	83	68	101
YML113W	209	193	216	18	32	41	44	26	23
YML112W	410	359	322	37	38	53	36	42	38
YML111W	653	570	517	26	25	25	45	25	45
YML110C	2527	2204	2171	128	105	156	237	131	192
YML109W	391	314	348	52	64	81	86	64	102
YML108W	355	349	362	25	33	30	50	43	43
YML107C	427	408	375	9	8	15	13	12	14
YML106W	2371	2192	2262	88	88	79	126	94	140
YML105C	1246	1084	987	59	59	76	90	78	80
YML104C	433	394	393	5	6	9	14	6	18
YML103C	1871	1799	1912	39	58	57	55	42	82
snR85	33	33	42	0	0	0	1	0	2
YML102W	496	457	497	12	23	27	31	17	25
YML101C-A	13	9	5	8	6	14	5	5	4
YML101C	124	93	87	96	93	141	109	75	103
YML100W-A	5	14	10	22	19	24	23	11	16
YML100W	14378	12258	12311	529	429	584	444	382	498
YML099W-A	10	8	12	0	0	0	0	0	0
YML099C	759	691	667	29	27	38	52	39	63
YML098W	435	374	362	379	398	510	520	371	493
YML097C	602	587	583	41	35	70	66	60	78
YML096W	535	489	544	23	19	17	25	29	40
YML095C	159	137	141	19	12	24	27	23	25
YML094C-A	4	3	5	1	0	0	0	1	1
YML094W	629	577	565	120	112	151	147	98	125
YML093W	1595	1513	1532	68	66	69	108	95	143
YML092C	2209	1893	1977	52	41	41	54	48	57
YML091C	1551	1278	1408	98	72	88	49	53	50
YML090W	0	1	0	0	0	0	0	0	0
YML089C	5	0	7	13	11	32	19	17	20
ZOD1	0	0	0	0	0	0	0	0	0
YML088W	551	489	524	23	33	19	55	24	41
YML087C	59	39	34	8	6	7	4	0	3
YML086C	1696	1459	1243	26	29	26	33	28	42
YML085C	3158	2979	2716	47	57	52	72	49	65
YML084W	12	11	9	2	5	7	3	2	1
YML083C	9	3	6	0	0	1	0	1	0
YML082W	688	589	446	54	50	63	89	63	102
YML081C-A	582	527	503	55	59	56	75	58	76
YML081W	921	821	806	74	75	116	75	65	84
YML080W	240	265	249	24	24	23	31	15	33
YML079W	677	628	603	36	38	34	50	34	44
YML078W	1303	1181	917	9	10	16	12	10	10
YML077W	278	243	192	57	42	58	67	50	51
YML076C	570	465	522	51	37	29	58	45	56
YML075C	1404	1203	1085	32	24	25	29	18	32
YML074C	5291	4826	4676	299	268	348	414	452	503
YML073C	9699	9657	7679	231	253	274	417	329	384
YML072C	3476	3291	3318	105	113	163	201	172	271
YML071C	826	727	761	116	97	137	135	118	141
tR(UCU)M2	1	0	0	0	0	0	1	0	0
YML070W	2538	2165	2393	93	118	133	154	114	132
YML069W	2203	1838	1893	119	116	140	176	108	220
YML068W	348	324	355	17	16	17	21	13	22
YML067C	1096	1034	1034	138	147	183	157	131	178
YML066C	7	2	4	0	0	1	0	0	0
YML065W	546	525	570	25	37	33	79	38	77
YML064C	453	390	355	37	43	43	59	58	64
YML063W	20864	18600	18521	187	237	220	298	204	256
YML062C	729	660	664	38	38	42	66	66	72
YML061C	477	487	477	48	48	56	61	41	50
YML060W	232	200	158	15	15	27	31	26	19
YML059C	576	540	531	16	22	18	17	17	12
YML058W-A	97	82	80	4	7	9	10	7	2
YML058W	2735	2607	2747	79	84	55	65	72	55
YML057C-A	4	0	1	4	3	6	3	0	3
YML057W	1562	1450	1391	235	224	287	229	170	246
YML056C	5994	5760	5963	62	65	58	91	79	126
snR54	40	46	40	0	0	0	0	0	0
YML055W	472	410	445	105	147	153	240	182	213
YML054C	551	480	473	11	12	10	19	9	14
YML054C-A	0	1	0	1	1	0	1	1	0
tY(GUA)M1	4	0	1	0	0	0	0	0	1
YML053C	531	428	413	168	144	182	197	147	183
YML052W	858	696	733	61	63	60	47	48	48
YML051W	699	632	678	17	20	17	21	21	9
YML050W	179	144	169	8	4	4	9	5	9
YML049C	973	835	820	26	22	24	48	44	53
YML048W	3571	3000	3168	146	105	142	205	134	207
YML047W-A	4	7	3	1	2	0	0	1	1
YML047C	0	3	3	0	0	2	1	1	0
YML046W	561	532	576	6	8	4	13	6	10
tG(GCC)M	0	1	0	0	1	0	0	0	0
YML045W	2	1	1	0	0	0	0	0	0
YML045W-A	0	0	0	0	0	0	0	0	0
YML043C	88	81	80	26	30	31	31	26	29
YML042W	253	222	250	7	10	13	16	15	10
YML041C	456	440	403	57	53	59	90	55	57
tP(UGG)M	2	3	2	0	0	0	1	1	0
YML040W	0	0	0	0	0	0	0	0	0
YML039W	0	3	2	0	0	1	0	0	0
YML038C	884	793	821	26	17	32	24	24	32
YML037C	91	91	92	10	12	16	18	14	14
YML036W	258	202	257	40	56	43	51	45	52
YML035C	1357	1259	1283	65	55	82	71	57	84
YML034C-A	0	0	1	3	1	0	0	0	1
YML034W	1135	1055	958	48	50	64	78	42	75
YML032C	776	656	600	62	67	50	85	60	93
YML031C-A	0	1	1	0	0	0	0	0	0
YML031W	927	814	759	38	52	36	48	37	55
YML030W	817	679	696	213	258	315	291	215	269
YML029W	602	510	582	58	66	79	78	58	66
YML028W	13293	12811	12704	339	254	303	270	248	285
YML027W	80	61	58	36	35	41	28	24	25
YML026C	10365	8928	8544	533	482	560	746	508	682
YML025C	617	511	431	41	32	37	41	28	41
YML024W	10354	10034	9802	194	251	233	305	268	294
YML023C	571	564	537	36	29	56	50	45	52
YML022W	1854	1782	1707	35	40	37	38	30	35
YML021C	305	258	277	54	44	63	58	45	67
YML020W	515	402	485	86	76	92	74	63	80
YML019W	699	675	685	97	73	102	59	56	62
YML018C	285	290	234	4	5	11	3	7	7
YML017W	510	448	453	70	49	81	109	78	121
YML016C	1667	1379	1378	72	74	82	57	54	54
YML015C	403	379	389	154	126	205	144	141	122
YML014W	388	373	376	22	30	27	43	29	42
YML013W	1028	870	856	70	67	64	48	38	56
YML012C-A	4	5	8	1	4	1	2	0	2
YML012W	2485	2345	2201	183	207	192	340	214	344
YML011C	243	224	217	7	6	6	10	8	7
YML010W	2021	1855	1985	329	283	338	390	296	422
YML009W-B	155	137	155	3	0	2	3	0	2
YML009C-A	1	0	1	1	0	1	2	0	0
YML009C	320	260	259	18	28	34	44	22	32
YML008C	5177	3791	3451	117	127	144	157	125	203
YML007C-A	12	12	19	2	0	0	1	2	0
YML007W	2201	1955	1916	121	154	153	242	157	216
YML006C	695	571	461	49	43	45	37	28	36
tS(AGA)M	0	1	0	0	0	0	0	0	0
YML005W	398	351	377	27	29	33	27	28	30
YML004C	3159	2898	2973	108	117	140	140	93	125
YML003W	164	141	168	18	19	30	22	24	23
YML002W	435	355	378	1	1	0	5	1	5
YML001W	1053	919	852	47	45	37	45	30	47
YMR001C	579	457	462	40	41	51	39	31	37
YMR001C-A	28	25	29	11	11	11	15	4	16
YMR002W	2033	1599	1693	61	68	61	74	73	64
YMR003W	155	171	175	42	51	61	57	46	52
YMR004W	1011	844	835	19	19	27	36	24	35
YMR005W	975	925	919	73	80	77	93	67	87
YMR006C	1049	986	1008	12	22	25	20	15	22
YMR007W	9	3	4	1	3	0	4	4	2
YMR008C	2192	2183	1877	29	30	19	26	27	22
YMR009W	825	660	691	57	54	48	62	44	62
YMR010W	644	578	576	120	109	118	108	78	84
YMR011W	39251	30253	29830	130	92	127	288	185	328
tE(UUC)M	0	0	0	0	0	1	1	1	0
YMR012W	3836	3602	3683	191	193	210	268	195	294
YMR013C	410	360	366	5	7	8	9	12	11
YMR013C-A	0	0	0	0	0	0	0	0	0
snR78	13	8	12	1	1	0	1	2	0
snR77	24	24	41	1	0	1	1	0	0
snR76	61	51	49	0	0	0	1	0	2
snR75	10	5	5	0	0	0	0	0	1
snR74	3	3	3	1	1	0	4	0	3
snR73	2	2	0	0	0	0	4	1	1
YMR013W-A	0	0	0	0	0	0	0	0	0
snR72	14	5	6	0	0	0	1	0	0
YMR014W	796	686	739	22	21	28	54	38	70
YMR015C	1255	1172	1096	16	17	22	14	18	24
YMR016C	934	832	779	86	86	118	48	49	58
YMR017W	25	20	12	1	1	1	3	2	3
YMR018W	61	40	43	0	1	0	1	0	0
YMR019W	637	551	589	17	24	23	31	13	25
YMR020W	670	617	680	57	59	84	104	60	96
YMR021C	544	420	483	41	49	70	83	39	68
YMR022W	917	777	809	60	54	54	54	40	49
YMR023C	259	249	251	11	6	10	16	8	13
tA(AGC)M1	0	2	0	0	0	0	0	0	0
YMR024W	931	803	797	53	61	71	94	64	70
YMR025W	128	128	99	5	6	3	10	10	8
YMR026C	537	460	475	38	29	30	35	21	41
YMR027W	2025	1703	1844	70	97	95	155	111	135
YMR028W	570	552	510	72	52	65	73	52	65
YMR029C	1081	922	948	44	56	56	89	66	90
YMR030W	240	213	191	10	14	6	11	5	7
YMR031C	4357	3504	3574	133	116	162	242	140	275
YMR031W-A	0	2	0	1	0	0	0	0	0
YMR032W	608	505	519	21	18	26	44	25	42
YMR030W-A	8	3	3	2	3	1	1	0	2
YMR033W	1250	1079	1104	95	103	117	122	90	169
YMR034C	425	420	391	8	7	8	4	2	5
YMR035W	430	429	400	31	26	34	22	22	16
YMR036C	303	299	262	31	41	47	55	37	75
YMR037C	810	664	752	34	19	27	30	20	31
YMR038C	1332	1262	1250	70	67	83	70	69	83
YMR039C	1649	1450	1359	164	145	156	222	148	179
YMR040W	85	101	80	17	11	8	8	9	9
YMR041C	314	258	264	105	89	128	111	55	98
tF(GAA)M	0	2	1	0	0	0	0	0	0
YMR042W	206	192	191	29	49	36	43	28	21
YMR043W	1071	949	889	170	165	260	271	201	253
YMR044W	862	755	800	324	288	362	447	304	451
YMR045C	239	220	255	9	8	11	15	10	22
YMR046C	0	0	0	0	0	0	0	0	0
YMR046W-A	2	0	0	0	0	0	0	0	0
tH(GUG)M	4	6	4	0	0	0	2	2	2
YMR047C	1588	1354	1429	34	23	46	51	45	80
YMR048W	235	173	196	23	26	37	30	22	35
YMR049C	1505	1414	1420	128	145	167	270	194	280
tV(AAC)M1	0	0	0	0	0	0	1	0	0
YMR050C	3	6	4	0	1	0	1	3	3
YMR051C	0	0	0	0	0	0	0	0	0
tW(CCA)M	0	1	0	0	0	0	0	0	0
YMR052W	191	169	191	12	8	13	15	17	12
YMR052C-A	10	10	11	1	0	0	0	0	0
YMR053C	273	248	237	13	18	18	29	19	29
YMR054W	1366	1156	1180	85	59	97	87	62	85
YMR055C	141	140	142	7	5	10	12	3	12
YMR056C	230	205	203	8	8	15	8	6	11
YMR057C	2	4	3	0	0	1	0	0	0
YMR058W	5628	6124	5321	173	241	268	334	225	388
YMR059W	233	164	166	31	24	33	46	25	35
YMR060C	407	317	327	18	21	18	25	11	29
YMR061W	1462	1396	1379	107	87	108	145	83	134
YMR062C	3487	2979	3285	54	66	55	79	62	93
YMR063W	127	96	101	3	3	3	4	5	5
YMR064W	726	696	654	28	39	31	53	33	65
YMR065W	258	204	239	2	8	6	12	7	10
YMR066W	401	374	408	38	39	44	58	39	50
YMR067C	718	622	627	62	56	56	51	39	47
YMR068W	257	202	219	5	7	9	13	14	16
YMR069W	16	18	26	2	7	7	7	3	3
YMR070W	303	233	216	108	76	120	92	95	102
YMR071C	1120	1040	963	48	51	65	62	58	66
YMR072W	2707	2540	2512	101	128	121	115	101	112
YMR073C	388	344	400	25	22	23	18	17	28
YMR074C	636	500	484	53	43	45	73	46	61
YMR075W	546	482	531	23	22	24	49	39	31
YMR075C-A	12	3	7	0	0	0	0	0	0
YMR076C	379	379	365	15	10	13	21	16	28
tV(AAC)M2	0	3	1	0	1	0	0	1	1
YMR077C	425	316	313	38	52	36	71	56	87
YMR078C	332	311	303	43	32	43	57	45	72
YMR079W	1304	1203	1142	136	131	146	128	102	121
YMR080C	1707	1574	1620	49	54	47	56	45	64
YMR081C	2519	1933	2030	144	120	161	137	96	123
YMR082C	8	1	4	1	2	2	0	1	0
YMR083W	4981	4668	4526	48	62	54	90	75	110
YMR084W	159	92	115	11	10	15	15	5	16
YMR085W	330	257	223	2	2	10	24	10	29
YMR086W	1412	1184	1144	26	31	33	41	25	45
YMR086C-A	14	11	12	2	2	1	4	3	2
YMR087W	263	250	283	31	34	21	42	29	42
YMR088C	682	708	662	11	12	20	16	4	15
YMR089C	1325	1051	1026	166	170	183	206	172	232
YMR090W	712	646	655	16	26	26	36	11	18
YMR091C	1140	942	755	310	377	442	517	437	577
YMR092C	1975	1684	1864	14	12	15	18	14	23
YMR093W	804	766	695	66	63	78	57	64	57
YMR094W	120	98	92	13	19	16	25	18	18
YMR095C	29	25	29	4	1	0	3	2	0
YMR096W	323	298	322	14	11	18	21	9	20
YMR097C	588	475	508	13	17	11	31	16	25
YMR098C	498	457	496	22	28	43	39	36	56
tD(GUC)M	0	1	0	0	0	0	0	0	0
YMR099C	1972	1741	1895	39	52	56	36	22	27
YMR100W	395	313	311	14	10	13	24	11	21
YMR101C	15	13	12	1	0	0	1	1	1
YMR102C	1779	1532	1646	118	108	106	146	123	141
YMR103C	456	398	472	2	2	1	1	2	1
YMR104C	2880	2466	2665	59	63	78	120	87	108
YMR105C	10711	9142	9714	121	116	119	168	137	173
YMR105W-A	15	16	15	7	6	9	15	1	11
YMR106C	279	269	246	61	52	80	53	47	66
tK(CUU)M	1	3	4	0	0	0	0	0	0
YMR107W	263	212	224	14	19	19	23	8	31
YMR108W	5208	4998	5260	70	88	102	113	109	151
YMR109W	1720	1412	1275	68	73	80	158	121	183
YMR110C	2340	1912	2139	67	57	74	79	49	69
YMR111C	313	268	253	137	108	180	143	102	125
YMR112C	268	254	215	82	93	114	104	104	107
YMR113W	422	372	443	9	10	15	18	8	12
YMR114C	751	594	601	81	95	97	155	82	158
YMR115W	817	733	727	55	44	43	53	43	55
YMR116C	26215	26007	25930	106	99	95	94	101	113
snR24	12	10	17	0	1	1	4	1	7
YMR117C	170	132	146	74	72	75	113	72	83
YMR118C	8	5	1	0	0	2	0	1	0
tL(CAA)M	0	0	0	0	0	0	0	0	0
YMR119W	925	835	924	23	15	24	12	16	23
YMR119W-A	49	64	51	0	1	0	0	1	1
YMR120C	5530	4518	5158	44	33	54	81	52	84
YMR121C	791	666	611	21	27	34	40	34	41
YMR122C	9	8	3	2	0	1	0	1	3
YMR122W-A	4307	3888	3693	42	39	43	46	33	44
YMR123W	492	485	444	169	144	213	237	152	215
YMR124W	1035	755	763	54	39	48	51	43	38
YMR125W	1855	1715	1804	42	47	45	54	49	51
YMR126C	283	261	257	17	14	17	21	10	17
YMR127C	243	242	238	5	6	4	13	6	9
YMR128W	1592	1551	1601	141	142	174	230	161	244
YMR129W	1197	1111	1045	17	29	37	60	46	70
YMR130W	465	393	410	37	43	42	21	19	22
YMR131C	2332	2256	2178	150	139	167	287	174	272
YMR132C	156	134	163	52	43	49	43	24	39
YMR133W	20	16	13	5	12	16	8	6	13
YMR134W	402	433	366	42	48	43	65	51	59
YMR135C	1532	1189	1217	77	86	110	144	98	147
YMR135W-A	0	2	0	0	0	0	0	0	0
YMR136W	976	766	689	54	58	74	50	38	48
YMR137C	285	257	266	33	27	49	60	33	48
YMR138W	182	194	152	7	11	7	14	15	17
YMR139W	1079	983	1061	34	54	39	59	44	83
YMR140W	1257	1058	955	75	76	86	102	74	116
YMR141C	16	3	11	0	0	1	0	0	3
YMR142C	17784	17200	16248	449	403	435	510	401	493
YMR141W-A	0	0	0	0	0	0	0	0	0
YMR143W	9199	8892	8314	318	329	313	318	282	302
YMR144W	237	162	169	16	8	34	29	22	19
YMR145C	7757	6415	6951	103	107	96	152	108	128
YMR146C	5896	5369	5039	377	352	444	406	289	428
YMR147W	161	166	120	28	13	25	27	31	28
YMR148W	320	285	279	26	12	10	4	6	10
YMR149W	1702	1563	1606	77	85	92	84	60	84
YMR150C	474	432	430	29	44	41	25	34	24
YMR151W	34	25	24	6	9	10	9	3	6
YMR152W	882	751	766	38	27	45	64	37	48
YMR153W	754	718	772	19	22	13	25	16	23
YMR153C-A	22	10	13	0	0	1	1	0	0
YMR154C	281	276	247	23	19	23	28	13	19
YMR155W	456	385	438	3	2	2	2	0	5
YMR156C	169	149	123	27	25	23	45	28	37
YMR157C	287	268	246	34	31	33	28	34	29
YMR158W	276	254	222	86	81	125	97	69	82
tM(CAU)M	0	0	1	0	0	0	0	0	0
YMR158C-A	38	37	33	0	1	1	0	0	0
YMR158W-B	1	1	1	0	1	0	1	1	1
YMR159C	112	80	86	15	40	39	41	27	31
YMR160W	477	405	446	39	31	37	54	44	63
YMR161W	470	480	469	64	63	86	131	83	129
YMR162C	801	719	727	32	25	37	49	22	52
YMR163C	194	180	181	21	16	21	15	15	20
tV(AAC)M3	0	0	0	0	0	0	0	0	0
YMR164C	319	281	296	12	17	17	21	24	23
YMR165C	908	650	570	55	44	37	56	49	58
YMR166C	248	221	182	78	68	96	56	47	51
YMR167W	442	395	409	13	14	11	19	18	23
YMR168C	412	378	342	28	32	47	60	39	56
YMR169C	583	493	536	46	48	50	45	32	44
YMR170C	198	211	186	1	3	0	5	3	2
YMR171C	1392	1216	1181	25	25	29	34	28	57
YMR172W	487	420	433	24	30	30	39	25	35
YMR172C-A	0	2	0	0	0	0	0	0	0
YMR173W	1074	1032	981	177	176	243	310	250	316
YMR173W-A	187	198	173	0	0	2	0	0	2
YMR174C	114	83	96	15	14	13	15	8	7
YMR175W	18	18	21	9	8	9	15	6	9
YMR175W-A	3	2	5	0	0	0	0	0	0
YMR176W	563	555	545	33	38	43	42	33	47
YMR177W	354	340	336	10	11	10	12	12	20
YMR178W	973	830	852	37	49	47	58	45	50
YMR179W	144	147	120	40	37	42	38	19	27
YMR180C	505	446	412	61	41	40	40	36	32
YMR181C	1033	907	825	134	134	150	103	94	108
YMR182C	108	94	73	31	20	30	17	20	13
YMR182W-A	20	33	22	1	5	0	5	2	6
snR83	352	235	249	48	42	46	58	56	68
YMR183C	1149	1001	1091	339	329	424	507	336	476
YMR184W	275	246	248	29	26	35	30	14	34
YMR185W	557	573	547	13	21	21	28	18	27
YMR186W	20881	20093	20082	306	350	356	866	744	1065
YMR187C	240	211	213	3	2	3	1	4	4
YMR188C	708	574	567	40	48	42	79	79	85
YMR189W	895	699	724	59	70	72	67	49	79
YMR190C	442	382	416	28	23	31	54	45	59
YMR191W	724	655	606	65	53	69	83	49	61
YMR192W	615	574	524	81	78	73	82	74	76
YMR193W	579	489	527	89	90	132	124	85	121
YMR193C-A	1	1	2	0	0	0	0	0	0
YMR194W	2410	2095	2018	298	326	337	376	286	324
snR11	294	260	251	27	26	34	31	25	29
YMR194C-B	247	193	222	47	32	24	60	26	29
